# UTENTES
---------
ID: 1   | Prioridade: G  | Entrada: 18024  | Tempos: tr: 68, C: 815                
| 8846   | partida_balcao_C1  | R14    | 8914          | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | G82         | 9611         | G75         | 9036         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G125       | 8899        |
| 8899   | partida_tesouraria | G125   | 8914          | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | G82         | 9611         | G75         | 9036         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 8914   | chegada            | G95    | 9229          | P:  G:                                                       | G95        | 8916        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | G82         | 9611         | G75         | 9036         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 8916   | partida_triagem    | G95    | 9229          | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G: 95                                                    | G82         | 9611         | G75         | 9036         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9036   | partida_balcao_B2  | G75    | 9229          | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | G82         | 9611         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9229   | chegada            | G53    | 9583          | P:  G:                                                       | G53        | 9291        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | G82         | 9611         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9291   | partida_triagem    | G53    | 9583          | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G: 53                                                    | G82         | 9611         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9583   | chegada            | G33    | 9685          | P:  G:                                                       | G33        | 9736        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G: 53                                                    | G82         | 9611         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9611   | partida_balcao_B1  | G82    | 9685          | P:  G:                                                       | G33        | 9736        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | G53         | 9612         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G82        | 9656        |
| 9612   | partida_balcao_B1  | G53    | 9685          | P:  G:                                                       | G33        | 9736        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G82        | 9656        |
| 9656   | partida_tesouraria | G82    | 9685          | P:  G:                                                       | G33        | 9736        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9685   | chegada            | G59    | 9709          | P:  G: 59                                                    | G33        | 9736        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9709   | chegada            | R132   | 9746          | P:  G: 132, 59                                               | G33        | 9736        | P:  G:                                                       | P38         | 9937         | None        | inf.         | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9736   | partida_triagem    | G33    | 9746          | P:  G: 59                                                    | R132       | 9780        | P:  G:                                                       | P38         | 9937         | G33         | 10889        | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9746   | chegada            | G22    | 9942          | P:  G: 59, 22                                                | R132       | 9780        | P:  G:                                                       | P38         | 9937         | G33         | 10889        | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 9780   | partida_triagem    | R132   | 9942          | P:  G: 22                                                    | G59        | 9937        | P:  G:                                                       | P38         | 9937         | G33         | 10889        | P:  G:                                                       | None        | inf.         | G95         | 9830         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | None       | inf.        |
| 9830   | partida_balcao_B2  | G95    | 9942          | P:  G: 22                                                    | G59        | 9937        | P:  G:                                                       | P38         | 9937         | G33         | 10889        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | None       | inf.        |
| 9937   | partida_triagem    | G59    | 9942          | P:  G:                                                       | G22        | 9940        | P:  G:                                                       | P38         | 9937         | G33         | 10889        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | G59        | 10059       |
| 9937   | partida_balcao_A1  | P38    | 9942          | P:  G:                                                       | G22        | 9940        | P:  G:                                                       | None        | inf.         | G33         | 10889        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | R132        | 10740        | P: 38 G:                                                     | G59        | 10059       |
| 9940   | partida_triagem    | G22    | 9942          | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G22         | 9980         | G33         | 10889        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | R132        | 10740        | P: 38 G:                                                     | G59        | 10059       |
| 9942   | chegada            | G80    | 10062         | P:  G:                                                       | G80        | 9976        | P:  G:                                                       | G22         | 9980         | G33         | 10889        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | R132        | 10740        | P: 38 G:                                                     | G59        | 10059       |
| 9976   | partida_triagem    | G80    | 10062         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G22         | 9980         | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P: 38 G:                                                     | G59        | 10059       |
| 9980   | partida_balcao_A1  | G22    | 10062         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P: 38 G:                                                     | G59        | 10059       |
| 10059  | partida_tesouraria | G59    | 10062         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | P38        | 10133       |
| 10062  | chegada            | G67    | 10651         | P:  G:                                                       | G67        | 10122       | P:  G:                                                       | None        | inf.         | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | P38        | 10133       |
| 10122  | partida_triagem    | G67    | 10651         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | P38        | 10133       |
| 10133  | partida_tesouraria | P38    | 10651         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | None       | inf.        |
| 10651  | chegada            | G107   | 10774         | P:  G:                                                       | G107       | 10723       | P:  G:                                                       | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | None       | inf.        |
| 10723  | partida_triagem    | G107   | 10774         | P:  G:                                                       | None       | inf.        | P:  G: 107                                                   | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 10740        | P:  G:                                                       | None       | inf.        |
| 10740  | partida_balcao_C1  | R132   | 10774         | P:  G:                                                       | None       | inf.        | P:  G: 107                                                   | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | R132       | 10832       |
| 10774  | chegada            | P88    | 10791         | P:  G:                                                       | P88        | 10863       | P:  G: 107                                                   | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | R132       | 10832       |
| 10791  | chegada            | G121   | 11002         | P:  G: 121                                                   | P88        | 10863       | P:  G: 107                                                   | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | R132       | 10832       |
| 10832  | partida_tesouraria | R132   | 11002         | P:  G: 121                                                   | P88        | 10863       | P:  G: 107                                                   | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | None        | inf.         | P:  G:                                                       | R132        | 11002        | P:  G:                                                       | None       | inf.        |
| 10863  | partida_triagem    | P88    | 11002         | P:  G:                                                       | G121       | 10903       | P:  G: 107                                                   | G67         | 11216        | G33         | 10889        | P:  G:                                                       | G80         | 10972        | P88         | 11109        | P:  G:                                                       | R132        | 11002        | P:  G:                                                       | None       | inf.        |
| 10889  | partida_balcao_A2  | G33    | 11002         | P:  G:                                                       | G121       | 10903       | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | G80         | 10972        | P88         | 11109        | P:  G:                                                       | R132        | 11002        | P:  G:                                                       | G33        | 10947       |
| 10903  | partida_triagem    | G121   | 11002         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | G80         | 10972        | P88         | 11109        | P:  G:                                                       | R132        | 11002        | P:  G: 121                                                   | G33        | 10947       |
| 10947  | partida_tesouraria | G33    | 11002         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | G80         | 10972        | P88         | 11109        | P:  G:                                                       | R132        | 11002        | P:  G:                                                       | G121       | 10951       |
| 10951  | partida_tesouraria | G121   | 11002         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | G80         | 10972        | P88         | 11109        | P:  G:                                                       | R132        | 11002        | P:  G:                                                       | None       | inf.        |
| 10972  | partida_balcao_B1  | G80    | 11002         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | None        | inf.         | P88         | 11109        | P:  G:                                                       | R132        | 11002        | P:  G:                                                       | None       | inf.        |
| 11002  | partida_balcao_C1  | R132   | 11002         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | None        | inf.         | P88         | 11109        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11002  | chegada            | G10    | 11315         | P:  G:                                                       | G10        | 11035       | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | None        | inf.         | P88         | 11109        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11035  | partida_triagem    | G10    | 11315         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | None        | inf.         | P88         | 11109        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G10        | 11044       |
| 11044  | partida_tesouraria | G10    | 11315         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | None        | inf.         | P88         | 11109        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11109  | partida_balcao_B2  | P88    | 11315         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G67         | 11216        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11216  | partida_balcao_A1  | G67    | 11315         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11315  | chegada            | P28    | 11353         | P:  G:                                                       | P28        | 11380       | P:  G:                                                       | None        | inf.         | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11353  | chegada            | G84    | 11578         | P:  G: 84                                                    | P28        | 11380       | P:  G:                                                       | None        | inf.         | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11380  | partida_triagem    | P28    | 11578         | P:  G:                                                       | G84        | 11555       | P:  G:                                                       | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11555  | partida_triagem    | G84    | 11578         | P:  G:                                                       | None       | inf.        | P:  G: 84                                                    | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11578  | chegada            | G115   | 11668         | P:  G:                                                       | G115       | 11678       | P:  G: 84                                                    | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11668  | chegada            | G69    | 11705         | P:  G: 69                                                    | G115       | 11678       | P:  G: 84                                                    | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11678  | partida_triagem    | G115   | 11705         | P:  G:                                                       | G69        | 11703       | P:  G: 84, 115                                               | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11703  | partida_triagem    | G69    | 11705         | P:  G:                                                       | None       | inf.        | P:  G: 84, 115, 69                                           | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11705  | chegada            | G97    | 11772         | P:  G:                                                       | G97        | 11764       | P:  G: 84, 115, 69                                           | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11764  | partida_triagem    | G97    | 11772         | P:  G:                                                       | None       | inf.        | P:  G: 84, 115, 69, 97                                       | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11772  | chegada            | G78    | 11965         | P:  G:                                                       | G78        | 11784       | P:  G: 84, 115, 69, 97                                       | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 11784  | partida_triagem    | G78    | 11965         | P:  G:                                                       | None       | inf.        | P:  G: 84, 115, 69, 97                                       | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G78         | 12376        | P:  G:                                                       | None       | inf.        |
| 11965  | chegada            | P8     | 12391         | P:  G:                                                       | P8         | 12078       | P:  G: 84, 115, 69, 97                                       | P28         | 12540        | G107        | 12026        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G78         | 12376        | P:  G:                                                       | None       | inf.        |
| 12026  | partida_balcao_A2  | G107   | 12391         | P:  G:                                                       | P8         | 12078       | P:  G: 115, 69, 97                                           | P28         | 12540        | G84         | 12688        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G78         | 12376        | P:  G:                                                       | None       | inf.        |
| 12078  | partida_triagem    | P8     | 12391         | P:  G:                                                       | None       | inf.        | P: 8 G: 115, 69, 97                                          | P28         | 12540        | G84         | 12688        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G78         | 12376        | P:  G:                                                       | None       | inf.        |
| 12376  | partida_balcao_C1  | G78    | 12391         | P:  G:                                                       | None       | inf.        | P: 8 G: 115, 69, 97                                          | P28         | 12540        | G84         | 12688        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G78        | 12487       |
| 12391  | chegada            | G45    | 12462         | P:  G:                                                       | G45        | 12450       | P: 8 G: 115, 69, 97                                          | P28         | 12540        | G84         | 12688        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G78        | 12487       |
| 12450  | partida_triagem    | G45    | 12462         | P:  G:                                                       | None       | inf.        | P: 8 G: 115, 69, 97                                          | P28         | 12540        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G78        | 12487       |
| 12462  | chegada            | G131   | 12558         | P:  G:                                                       | G131       | 12578       | P: 8 G: 115, 69, 97                                          | P28         | 12540        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G78        | 12487       |
| 12487  | partida_tesouraria | G78    | 12558         | P:  G:                                                       | G131       | 12578       | P: 8 G: 115, 69, 97                                          | P28         | 12540        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 12540  | partida_balcao_A1  | P28    | 12558         | P:  G:                                                       | G131       | 12578       | P:  G: 115, 69, 97                                           | P8          | 12557        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 12557  | partida_balcao_A1  | P8     | 12558         | P:  G:                                                       | G131       | 12578       | P:  G: 69, 97                                                | G115        | 14150        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 12558  | chegada            | P94    | 13167         | P: 94 G:                                                     | G131       | 12578       | P:  G: 69, 97                                                | G115        | 14150        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 12578  | partida_triagem    | G131   | 13167         | P:  G:                                                       | P94        | 12622       | P:  G: 69, 97                                                | G115        | 14150        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | None       | inf.        |
| 12622  | partida_triagem    | P94    | 13167         | P:  G:                                                       | None       | inf.        | P:  G: 69, 97                                                | G115        | 14150        | G84         | 12688        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | P94        | 12701       |
| 12688  | partida_balcao_A2  | G84    | 13167         | P:  G:                                                       | None       | inf.        | P:  G: 97                                                    | G115        | 14150        | G69         | 13097        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G: 84                                                    | P94        | 12701       |
| 12701  | partida_tesouraria | P94    | 13167         | P:  G:                                                       | None       | inf.        | P:  G: 97                                                    | G115        | 14150        | G69         | 13097        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | G84        | 12771       |
| 12771  | partida_tesouraria | G84    | 13167         | P:  G:                                                       | None       | inf.        | P:  G: 97                                                    | G115        | 14150        | G69         | 13097        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | None       | inf.        |
| 13097  | partida_balcao_A2  | G69    | 13167         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G115        | 14150        | G97         | 14858        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | None       | inf.        |
| 13167  | chegada            | P24    | 13207         | P:  G:                                                       | P24        | 13197       | P:  G:                                                       | G115        | 14150        | G97         | 14858        | P:  G:                                                       | G45         | 13187        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | None       | inf.        |
| 13187  | partida_balcao_B1  | G45    | 13207         | P:  G:                                                       | P24        | 13197       | P:  G:                                                       | G115        | 14150        | G97         | 14858        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | G45        | 13324       |
| 13197  | partida_triagem    | P24    | 13207         | P:  G:                                                       | None       | inf.        | P: 24 G:                                                     | G115        | 14150        | G97         | 14858        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | G45        | 13324       |
| 13207  | chegada            | G130   | 13370         | P:  G:                                                       | G130       | 13235       | P: 24 G:                                                     | G115        | 14150        | G97         | 14858        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | G45        | 13324       |
| 13235  | partida_triagem    | G130   | 13370         | P:  G:                                                       | None       | inf.        | P: 24 G:                                                     | G115        | 14150        | G97         | 14858        | P:  G:                                                       | G130        | 13571        | None        | inf.         | P:  G:                                                       | G131        | 13414        | P:  G:                                                       | G45        | 13324       |
